event_id,user_id,event_date,day_index,event_type,concept_id,concept_name,category,difficulty,elapsed_days,prior_exposures,prior_accuracy,study_minutes,quiz_score,recall_correct
user_086-d21-e029,user_086,2026-06-22,21,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,18,,
user_086-d21-e030,user_086,2026-06-22,21,study,pandas,Pandas DataFrames,data,0.38,15,6,1.0,17,,
user_086-d23-e031,user_086,2026-06-24,23,quiz,linear-regression,Linear Regression,machine-learning,0.5,3,9,1.0,,78,1
user_086-d23-e032,user_086,2026-06-24,23,quiz,linear-regression,Linear Regression,machine-learning,0.5,0,10,1.0,,92,1
user_086-d23-e033,user_086,2026-06-24,23,study,classification,Classification Metrics,machine-learning,0.52,5,5,0.0,8,,
user_086-d25-e034,user_086,2026-06-26,25,study,prompt-engineering,Prompt Engineering,ai,0.35,6,5,1.0,11,,
user_086-d25-e035,user_086,2026-06-26,25,quiz,prompt-engineering,Prompt Engineering,ai,0.35,0,6,1.0,,96,1
user_086-d27-e036,user_086,2026-06-28,27,study,classification,Classification Metrics,machine-learning,0.52,4,6,0.0,41,,
user_086-d27-e037,user_086,2026-06-28,27,study,prompt-engineering,Prompt Engineering,ai,0.35,2,7,1.0,32,,
user_086-d28-e038,user_086,2026-06-29,28,quiz,classification,Classification Metrics,machine-learning,0.52,1,7,0.0,,78,1
user_086-d28-e039,user_086,2026-06-29,28,study,linear-regression,Linear Regression,machine-learning,0.5,5,11,1.0,19,,
user_087-d00-e001,user_087,2026-06-01,0,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,18,,
user_087-d01-e002,user_087,2026-06-02,1,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,26,,
user_087-d01-e003,user_087,2026-06-02,1,study,python-basics,Python Basics,programming,0.22,0,0,0.0,44,,
user_087-d02-e004,user_087,2026-06-03,2,study,sql-joins,SQL Joins,data,0.42,1,1,0.0,36,,
user_087-d02-e005,user_087,2026-06-03,2,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,45,,
user_087-d03-e006,user_087,2026-06-04,3,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,44,,
user_087-d03-e007,user_087,2026-06-04,3,quiz,sql-joins,SQL Joins,data,0.42,1,2,0.0,,81,1
user_087-d05-e008,user_087,2026-06-06,5,study,fastapi,FastAPI Backend,backend,0.4,3,1,0.0,9,,
user_087-d05-e009,user_087,2026-06-06,5,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,8,,
user_087-d07-e010,user_087,2026-06-08,7,study,oop,Object-Oriented Programming,programming,0.48,2,1,0.0,20,,
user_087-d08-e011,user_087,2026-06-09,8,study,sql-joins,SQL Joins,data,0.42,5,3,1.0,10,,
user_087-d08-e012,user_087,2026-06-09,8,study,oop,Object-Oriented Programming,programming,0.48,1,2,0.0,41,,
user_087-d09-e013,user_087,2026-06-10,9,quiz,sql-joins,SQL Joins,data,0.42,1,4,1.0,,80,1
user_087-d09-e014,user_087,2026-06-10,9,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,18,,
user_087-d09-e015,user_087,2026-06-10,9,quiz,python-basics,Python Basics,programming,0.22,8,1,0.0,,89,1
user_087-d10-e016,user_087,2026-06-11,10,quiz,oop,Object-Oriented Programming,programming,0.48,2,3,0.0,,35,0
user_087-d11-e017,user_087,2026-06-12,11,quiz,python-basics,Python Basics,programming,0.22,2,2,1.0,,91,1
user_087-d11-e018,user_087,2026-06-12,11,quiz,fastapi,FastAPI Backend,backend,0.4,6,2,0.0,,33,0
user_087-d11-e019,user_087,2026-06-12,11,study,fastapi,FastAPI Backend,backend,0.4,0,3,0.0,13,,
user_087-d12-e020,user_087,2026-06-13,12,quiz,python-basics,Python Basics,programming,0.22,1,3,1.0,,99,1
user_087-d12-e021,user_087,2026-06-13,12,study,fastapi,FastAPI Backend,backend,0.4,1,4,0.0,23,,
user_087-d13-e022,user_087,2026-06-14,13,study,sql-joins,SQL Joins,data,0.42,4,5,1.0,12,,
user_087-d14-e023,user_087,2026-06-15,14,study,oop,Object-Oriented Programming,programming,0.48,4,4,0.0,22,,
user_087-d15-e024,user_087,2026-06-16,15,quiz,python-basics,Python Basics,programming,0.22,3,4,1.0,,34,0
user_087-d15-e025,user_087,2026-06-16,15,study,oop,Object-Oriented Programming,programming,0.48,1,5,0.0,12,,
user_087-d16-e026,user_087,2026-06-17,16,study,sql-joins,SQL Joins,data,0.42,3,6,1.0,38,,
user_087-d16-e027,user_087,2026-06-17,16,quiz,sql-joins,SQL Joins,data,0.42,0,7,1.0,,95,1
user_087-d17-e028,user_087,2026-06-18,17,study,sql-joins,SQL Joins,data,0.42,1,8,1.0,42,,
user_087-d17-e029,user_087,2026-06-18,17,study,pandas,Pandas DataFrames,data,0.38,17,1,0.0,12,,
user_087-d18-e030,user_087,2026-06-19,18,quiz,fastapi,FastAPI Backend,backend,0.4,6,5,0.0,,91,1
user_087-d18-e031,user_087,2026-06-19,18,quiz,pandas,Pandas DataFrames,data,0.38,1,2,0.0,,92,1
user_087-d19-e032,user_087,2026-06-20,19,study,pandas,Pandas DataFrames,data,0.38,1,3,1.0,39,,
user_087-d19-e033,user_087,2026-06-20,19,quiz,sql-joins,SQL Joins,data,0.42,2,9,1.0,,29,0
user_087-d20-e034,user_087,2026-06-21,20,study,fastapi,FastAPI Backend,backend,0.4,2,6,0.5,18,,
user_087-d20-e035,user_087,2026-06-21,20,study,pandas,Pandas DataFrames,data,0.38,1,4,1.0,14,,
user_087-d21-e036,user_087,2026-06-22,21,study,pandas,Pandas DataFrames,data,0.38,1,5,1.0,45,,
user_087-d22-e037,user_087,2026-06-23,22,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,28,,
user_087-d22-e038,user_087,2026-06-23,22,quiz,pandas,Pandas DataFrames,data,0.38,1,6,1.0,,75,1
user_087-d23-e039,user_087,2026-06-24,23,study,oop,Object-Oriented Programming,programming,0.48,8,6,0.0,9,,
user_087-d23-e040,user_087,2026-06-24,23,study,fastapi,FastAPI Backend,backend,0.4,3,7,0.5,34,,
user_087-d24-e041,user_087,2026-06-25,24,study,statistics,Statistics Fundamentals,data-science,0.55,21,1,0.0,36,,
user_087-d25-e042,user_087,2026-06-26,25,study,sql-joins,SQL Joins,data,0.42,6,10,0.75,43,,
user_087-d25-e043,user_087,2026-06-26,25,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,27,,
user_087-d26-e044,user_087,2026-06-27,26,study,python-basics,Python Basics,programming,0.22,11,5,0.75,44,,
user_087-d26-e045,user_087,2026-06-27,26,study,pandas,Pandas DataFrames,data,0.38,4,7,1.0,40,,
user_087-d27-e046,user_087,2026-06-28,27,quiz,python-basics,Python Basics,programming,0.22,1,6,0.75,,89,1
user_087-d28-e047,user_087,2026-06-29,28,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,29,,
user_087-d29-e048,user_087,2026-06-30,29,quiz,python-basics,Python Basics,programming,0.22,2,7,0.8,,87,1
user_088-d00-e001,user_088,2026-06-01,0,study,python-basics,Python Basics,programming,0.22,0,0,0.0,8,,
user_088-d00-e002,user_088,2026-06-01,0,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,15,,
user_088-d01-e003,user_088,2026-06-02,1,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,33,,
user_088-d01-e004,user_088,2026-06-02,1,study,python-basics,Python Basics,programming,0.22,1,1,0.0,33,,
user_088-d01-e005,user_088,2026-06-02,1,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,9,,
user_088-d02-e006,user_088,2026-06-03,2,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,30,,
user_088-d02-e007,user_088,2026-06-03,2,study,fastapi,FastAPI Backend,backend,0.4,2,1,0.0,42,,
user_088-d02-e008,user_088,2026-06-03,2,quiz,fastapi,FastAPI Backend,backend,0.4,0,2,0.0,,85,1
user_088-d03-e009,user_088,2026-06-04,3,study,fastapi,FastAPI Backend,backend,0.4,1,3,1.0,38,,
user_088-d03-e010,user_088,2026-06-04,3,study,statistics,Statistics Fundamentals,data-science,0.55,2,1,0.0,34,,
user_088-d04-e011,user_088,2026-06-05,4,quiz,fastapi,FastAPI Backend,backend,0.4,1,4,1.0,,86,1
user_088-d04-e012,user_088,2026-06-05,4,study,python-basics,Python Basics,programming,0.22,3,2,0.0,10,,
user_088-d04-e013,user_088,2026-06-05,4,quiz,python-basics,Python Basics,programming,0.22,0,3,0.0,,93,1
user_088-d05-e014,user_088,2026-06-06,5,quiz,linear-regression,Linear Regression,machine-learning,0.5,3,1,0.0,,86,1
user_088-d05-e015,user_088,2026-06-06,5,study,statistics,Statistics Fundamentals,data-science,0.55,2,2,0.0,44,,
user_088-d05-e016,user_088,2026-06-06,5,quiz,python-basics,Python Basics,programming,0.22,1,4,1.0,,84,1
user_088-d06-e017,user_088,2026-06-07,6,quiz,python-basics,Python Basics,programming,0.22,1,5,1.0,,61,0
user_088-d08-e018,user_088,2026-06-09,8,study,statistics,Statistics Fundamentals,data-science,0.55,3,3,0.0,21,,
user_088-d08-e019,user_088,2026-06-09,8,study,statistics,Statistics Fundamentals,data-science,0.55,0,4,0.0,25,,
user_088-d09-e020,user_088,2026-06-10,9,study,linear-regression,Linear Regression,machine-learning,0.5,4,2,1.0,10,,
user_088-d09-e021,user_088,2026-06-10,9,quiz,linear-regression,Linear Regression,machine-learning,0.5,0,3,1.0,,92,1
user_088-d09-e022,user_088,2026-06-10,9,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,31,,
user_088-d10-e023,user_088,2026-06-11,10,study,classification,Classification Metrics,machine-learning,0.52,1,1,0.0,16,,
user_088-d12-e024,user_088,2026-06-13,12,quiz,python-basics,Python Basics,programming,0.22,6,6,0.667,,88,1
user_088-d12-e025,user_088,2026-06-13,12,quiz,sql-joins,SQL Joins,data,0.42,11,1,0.0,,58,0
user_088-d12-e026,user_088,2026-06-13,12,study,fastapi,FastAPI Backend,backend,0.4,8,5,1.0,26,,
user_088-d13-e027,user_088,2026-06-14,13,study,python-basics,Python Basics,programming,0.22,1,7,0.75,32,,
user_088-d14-e028,user_088,2026-06-15,14,study,linear-regression,Linear Regression,machine-learning,0.5,5,4,1.0,22,,
user_088-d15-e029,user_088,2026-06-16,15,quiz,statistics,Statistics Fundamentals,data-science,0.55,7,5,0.0,,54,0
user_088-d15-e030,user_088,2026-06-16,15,study,statistics,Statistics Fundamentals,data-science,0.55,0,6,0.0,13,,
user_088-d16-e031,user_088,2026-06-17,16,study,linear-regression,Linear Regression,machine-learning,0.5,2,5,1.0,18,,
user_088-d16-e032,user_088,2026-06-17,16,study,statistics,Statistics Fundamentals,data-science,0.55,1,7,0.0,23,,
user_088-d16-e033,user_088,2026-06-17,16,quiz,fastapi,FastAPI Backend,backend,0.4,4,6,1.0,,24,0
user_088-d17-e034,user_088,2026-06-18,17,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,17,,
user_088-d17-e035,user_088,2026-06-18,17,study,python-basics,Python Basics,programming,0.22,4,8,0.75,35,,
user_088-d17-e036,user_088,2026-06-18,17,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,42,,
user_088-d18-e037,user_088,2026-06-19,18,quiz,linear-regression,Linear Regression,machine-learning,0.5,2,6,1.0,,85,1
user_088-d18-e038,user_088,2026-06-19,18,study,linear-regression,Linear Regression,machine-learning,0.5,0,7,1.0,30,,
user_088-d19-e039,user_088,2026-06-20,19,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,33,,
user_088-d21-e040,user_088,2026-06-22,21,study,statistics,Statistics Fundamentals,data-science,0.55,5,8,0.0,11,,
user_088-d21-e041,user_088,2026-06-22,21,study,statistics,Statistics Fundamentals,data-science,0.55,0,9,0.0,11,,
user_088-d22-e042,user_088,2026-06-23,22,study,linear-regression,Linear Regression,machine-learning,0.5,4,8,1.0,27,,
user_088-d23-e043,user_088,2026-06-24,23,quiz,linear-regression,Linear Regression,machine-learning,0.5,1,9,1.0,,79,1
user_088-d24-e044,user_088,2026-06-25,24,quiz,fastapi,FastAPI Backend,backend,0.4,8,7,0.667,,27,0
user_088-d25-e045,user_088,2026-06-26,25,study,oop,Object-Oriented Programming,programming,0.48,6,1,0.0,27,,
user_088-d25-e046,user_088,2026-06-26,25,study,python-basics,Python Basics,programming,0.22,8,9,0.75,26,,
user_088-d25-e047,user_088,2026-06-26,25,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,21,,
user_088-d27-e048,user_088,2026-06-28,27,study,statistics,Statistics Fundamentals,data-science,0.55,6,10,0.0,15,,
user_088-d28-e049,user_088,2026-06-29,28,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,11,0.0,,95,1
user_088-d28-e050,user_088,2026-06-29,28,study,fastapi,FastAPI Backend,backend,0.4,4,8,0.5,10,,
user_088-d29-e051,user_088,2026-06-30,29,quiz,fastapi,FastAPI Backend,backend,0.4,1,9,0.5,,86,1
user_088-d29-e052,user_088,2026-06-30,29,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,42,,
user_089-d00-e001,user_089,2026-06-01,0,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,21,,
user_089-d00-e002,user_089,2026-06-01,0,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,22,,
user_089-d01-e003,user_089,2026-06-02,1,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,11,,
user_089-d01-e004,user_089,2026-06-02,1,quiz,fastapi,FastAPI Backend,backend,0.4,1,1,0.0,,96,1
user_089-d02-e005,user_089,2026-06-03,2,study,pandas,Pandas DataFrames,data,0.38,2,1,0.0,13,,
user_089-d02-e006,user_089,2026-06-03,2,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,32,,
user_089-d03-e007,user_089,2026-06-04,3,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,1,1,0.0,12,,
user_089-d03-e008,user_089,2026-06-04,3,study,pandas,Pandas DataFrames,data,0.38,1,2,0.0,33,,
user_089-d03-e009,user_089,2026-06-04,3,study,fastapi,FastAPI Backend,backend,0.4,2,2,1.0,32,,
user_089-d04-e010,user_089,2026-06-05,4,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,11,,
user_089-d04-e011,user_089,2026-06-05,4,study,fastapi,FastAPI Backend,backend,0.4,1,3,1.0,9,,
user_089-d05-e012,user_089,2026-06-06,5,study,fastapi,FastAPI Backend,backend,0.4,1,4,1.0,29,,
user_089-d05-e013,user_089,2026-06-06,5,study,fastapi,FastAPI Backend,backend,0.4,0,5,1.0,22,,
user_089-d06-e014,user_089,2026-06-07,6,study,oop,Object-Oriented Programming,programming,0.48,2,1,0.0,13,,
user_089-d06-e015,user_089,2026-06-07,6,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,3,2,0.0,,38,0
user_089-d06-e016,user_089,2026-06-07,6,study,oop,Object-Oriented Programming,programming,0.48,0,2,0.0,40,,
user_089-d07-e017,user_089,2026-06-08,7,quiz,pandas,Pandas DataFrames,data,0.38,4,3,0.0,,59,0
user_089-d07-e018,user_089,2026-06-08,7,study,fastapi,FastAPI Backend,backend,0.4,2,6,1.0,18,,
user_089-d08-e019,user_089,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,29,,
user_089-d08-e020,user_089,2026-06-09,8,study,fastapi,FastAPI Backend,backend,0.4,1,7,1.0,41,,
user_089-d09-e021,user_089,2026-06-10,9,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,45,,
user_089-d11-e022,user_089,2026-06-12,11,study,fastapi,FastAPI Backend,backend,0.4,3,8,1.0,42,,
user_089-d12-e023,user_089,2026-06-13,12,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,6,3,0.0,,39,0
user_089-d12-e024,user_089,2026-06-13,12,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,36,,
user_089-d13-e025,user_089,2026-06-14,13,quiz,oop,Object-Oriented Programming,programming,0.48,7,3,0.0,,36,0
user_089-d13-e026,user_089,2026-06-14,13,quiz,oop,Object-Oriented Programming,programming,0.48,0,4,0.0,,81,1
user_089-d13-e027,user_089,2026-06-14,13,quiz,pandas,Pandas DataFrames,data,0.38,6,4,0.0,,45,0
user_089-d14-e028,user_089,2026-06-15,14,quiz,linear-regression,Linear Regression,machine-learning,0.5,2,1,0.0,,33,0
user_089-d14-e029,user_089,2026-06-15,14,quiz,oop,Object-Oriented Programming,programming,0.48,1,5,0.5,,27,0
user_089-d14-e030,user_089,2026-06-15,14,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,23,,
user_089-d15-e031,user_089,2026-06-16,15,study,prompt-engineering,Prompt Engineering,ai,0.35,14,1,0.0,29,,
user_089-d15-e032,user_089,2026-06-16,15,study,pandas,Pandas DataFrames,data,0.38,2,5,0.0,44,,
user_089-d16-e033,user_089,2026-06-17,16,study,sql-joins,SQL Joins,data,0.42,7,1,0.0,44,,
user_089-d16-e034,user_089,2026-06-17,16,study,oop,Object-Oriented Programming,programming,0.48,2,6,0.333,35,,
user_089-d17-e035,user_089,2026-06-18,17,quiz,linear-regression,Linear Regression,machine-learning,0.5,3,2,0.0,,60,0
user_089-d17-e036,user_089,2026-06-18,17,quiz,linear-regression,Linear Regression,machine-learning,0.5,0,3,0.0,,75,1
user_089-d17-e037,user_089,2026-06-18,17,quiz,rag,Retrieval-Augmented Generation,ai,0.62,9,1,0.0,,96,1
user_089-d18-e038,user_089,2026-06-19,18,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,6,4,0.0,15,,
user_089-d19-e039,user_089,2026-06-20,19,study,fastapi,FastAPI Backend,backend,0.4,8,9,1.0,23,,
user_089-d20-e040,user_089,2026-06-21,20,study,pandas,Pandas DataFrames,data,0.38,5,6,0.0,38,,
user_089-d20-e041,user_089,2026-06-21,20,study,python-basics,Python Basics,programming,0.22,0,0,0.0,28,,
user_089-d20-e042,user_089,2026-06-21,20,quiz,linear-regression,Linear Regression,machine-learning,0.5,3,4,0.333,,76,1
user_089-d21-e043,user_089,2026-06-22,21,quiz,fastapi,FastAPI Backend,backend,0.4,2,10,1.0,,65,0
user_089-d21-e044,user_089,2026-06-22,21,study,oop,Object-Oriented Programming,programming,0.48,5,7,0.333,16,,
user_089-d22-e045,user_089,2026-06-23,22,study,linear-regression,Linear Regression,machine-learning,0.5,2,5,0.5,29,,
user_089-d23-e046,user_089,2026-06-24,23,study,prompt-engineering,Prompt Engineering,ai,0.35,8,2,0.0,32,,
user_089-d23-e047,user_089,2026-06-24,23,quiz,sql-joins,SQL Joins,data,0.42,7,2,0.0,,97,1
user_089-d23-e048,user_089,2026-06-24,23,study,python-basics,Python Basics,programming,0.22,3,1,0.0,44,,
user_089-d24-e049,user_089,2026-06-25,24,study,pandas,Pandas DataFrames,data,0.38,4,7,0.0,8,,
user_089-d25-e050,user_089,2026-06-26,25,quiz,pandas,Pandas DataFrames,data,0.38,1,8,0.0,,47,0
user_089-d25-e051,user_089,2026-06-26,25,quiz,python-basics,Python Basics,programming,0.22,2,2,0.0,,82,1
user_089-d27-e052,user_089,2026-06-28,27,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,9,5,0.0,39,,
user_089-d28-e053,user_089,2026-06-29,28,quiz,pandas,Pandas DataFrames,data,0.38,3,9,0.0,,84,1
user_089-d28-e054,user_089,2026-06-29,28,study,python-basics,Python Basics,programming,0.22,3,3,1.0,16,,
user_089-d29-e055,user_089,2026-06-30,29,study,rag,Retrieval-Augmented Generation,ai,0.62,12,2,1.0,37,,
user_089-d29-e056,user_089,2026-06-30,29,study,linear-regression,Linear Regression,machine-learning,0.5,7,6,0.5,34,,
user_089-d29-e057,user_089,2026-06-30,29,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,2,6,0.0,8,,
user_090-d01-e001,user_090,2026-06-02,1,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,14,,
user_090-d01-e002,user_090,2026-06-02,1,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,28,,
user_090-d02-e003,user_090,2026-06-03,2,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,27,,
user_090-d02-e004,user_090,2026-06-03,2,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,10,,
user_090-d03-e005,user_090,2026-06-04,3,study,python-basics,Python Basics,programming,0.22,0,0,0.0,20,,
user_090-d03-e006,user_090,2026-06-04,3,study,fastapi,FastAPI Backend,backend,0.4,1,1,0.0,39,,
user_090-d03-e007,user_090,2026-06-04,3,study,python-basics,Python Basics,programming,0.22,0,1,0.0,39,,
user_090-d04-e008,user_090,2026-06-05,4,quiz,fastapi,FastAPI Backend,backend,0.4,1,2,0.0,,83,1
user_090-d05-e009,user_090,2026-06-06,5,quiz,fastapi,FastAPI Backend,backend,0.4,1,3,1.0,,85,1
user_090-d05-e010,user_090,2026-06-06,5,study,python-basics,Python Basics,programming,0.22,2,2,0.0,44,,
user_090-d06-e011,user_090,2026-06-07,6,study,statistics,Statistics Fundamentals,data-science,0.55,5,1,0.0,8,,
user_090-d06-e012,user_090,2026-06-07,6,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,40,,
user_090-d07-e013,user_090,2026-06-08,7,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,40,,
user_090-d07-e014,user_090,2026-06-08,7,quiz,classification,Classification Metrics,machine-learning,0.52,5,1,0.0,,42,0
user_090-d09-e015,user_090,2026-06-10,9,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,42,,
user_090-d09-e016,user_090,2026-06-10,9,study,statistics,Statistics Fundamentals,data-science,0.55,3,2,0.0,39,,
user_090-d10-e017,user_090,2026-06-11,10,study,oop,Object-Oriented Programming,programming,0.48,4,1,0.0,35,,
user_090-d11-e018,user_090,2026-06-12,11,quiz,oop,Object-Oriented Programming,programming,0.48,1,2,0.0,,37,0
user_090-d11-e019,user_090,2026-06-12,11,study,python-basics,Python Basics,programming,0.22,6,3,0.0,21,,
user_090-d11-e020,user_090,2026-06-12,11,quiz,fastapi,FastAPI Backend,backend,0.4,6,4,1.0,,33,0
user_090-d12-e021,user_090,2026-06-13,12,quiz,classification,Classification Metrics,machine-learning,0.52,5,2,0.0,,34,0
user_090-d12-e022,user_090,2026-06-13,12,quiz,classification,Classification Metrics,machine-learning,0.52,0,3,0.0,,83,1
user_090-d14-e023,user_090,2026-06-15,14,quiz,fastapi,FastAPI Backend,backend,0.4,3,5,0.667,,42,0
user_090-d14-e024,user_090,2026-06-15,14,quiz,statistics,Statistics Fundamentals,data-science,0.55,5,3,0.0,,28,0
user_090-d15-e025,user_090,2026-06-16,15,quiz,oop,Object-Oriented Programming,programming,0.48,4,3,0.0,,24,0
user_090-d16-e026,user_090,2026-06-17,16,quiz,oop,Object-Oriented Programming,programming,0.48,1,4,0.0,,98,1
user_090-d16-e027,user_090,2026-06-17,16,study,statistics,Statistics Fundamentals,data-science,0.55,2,4,0.0,8,,
user_090-d17-e028,user_090,2026-06-18,17,study,prompt-engineering,Prompt Engineering,ai,0.35,16,1,0.0,39,,
user_090-d18-e029,user_090,2026-06-19,18,study,statistics,Statistics Fundamentals,data-science,0.55,2,5,0.0,21,,
user_090-d18-e030,user_090,2026-06-19,18,quiz,classification,Classification Metrics,machine-learning,0.52,6,4,0.333,,55,0
user_090-d19-e031,user_090,2026-06-20,19,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,6,0.0,,95,1
user_090-d19-e032,user_090,2026-06-20,19,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,25,,
user_090-d20-e033,user_090,2026-06-21,20,quiz,fastapi,FastAPI Backend,backend,0.4,6,6,0.5,,29,0
user_090-d20-e034,user_090,2026-06-21,20,quiz,classification,Classification Metrics,machine-learning,0.52,2,5,0.25,,33,0
user_090-d21-e035,user_090,2026-06-22,21,quiz,statistics,Statistics Fundamentals,data-science,0.55,2,7,0.5,,31,0
user_090-d22-e036,user_090,2026-06-23,22,study,oop,Object-Oriented Programming,programming,0.48,6,5,0.333,14,,
user_090-d24-e037,user_090,2026-06-25,24,study,oop,Object-Oriented Programming,programming,0.48,2,6,0.333,41,,
user_090-d24-e038,user_090,2026-06-25,24,study,statistics,Statistics Fundamentals,data-science,0.55,3,8,0.333,38,,
user_090-d24-e039,user_090,2026-06-25,24,study,fastapi,FastAPI Backend,backend,0.4,4,7,0.4,18,,
user_090-d26-e040,user_090,2026-06-27,26,study,python-basics,Python Basics,programming,0.22,15,4,0.0,23,,
user_090-d26-e041,user_090,2026-06-27,26,quiz,statistics,Statistics Fundamentals,data-science,0.55,2,9,0.333,,86,1
user_090-d26-e042,user_090,2026-06-27,26,study,fastapi,FastAPI Backend,backend,0.4,2,8,0.4,8,,
user_090-d27-e043,user_090,2026-06-28,27,study,classification,Classification Metrics,machine-learning,0.52,7,6,0.2,14,,
user_090-d28-e044,user_090,2026-06-29,28,quiz,fastapi,FastAPI Backend,backend,0.4,2,9,0.4,,89,1
user_090-d28-e045,user_090,2026-06-29,28,study,statistics,Statistics Fundamentals,data-science,0.55,2,10,0.5,10,,
user_090-d29-e046,user_090,2026-06-30,29,study,prompt-engineering,Prompt Engineering,ai,0.35,12,2,0.0,42,,
user_090-d29-e047,user_090,2026-06-30,29,study,vector-db,Vector Databases,ai,0.58,22,1,0.0,40,,
user_091-d00-e001,user_091,2026-06-01,0,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,34,,
user_091-d01-e002,user_091,2026-06-02,1,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,44,,
user_091-d01-e003,user_091,2026-06-02,1,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,12,,
user_091-d02-e004,user_091,2026-06-03,2,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,27,,
user_091-d02-e005,user_091,2026-06-03,2,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,17,,
user_091-d03-e006,user_091,2026-06-04,3,quiz,statistics,Statistics Fundamentals,data-science,0.55,3,1,0.0,,28,0
user_091-d03-e007,user_091,2026-06-04,3,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,13,,
user_091-d03-e008,user_091,2026-06-04,3,study,rag,Retrieval-Augmented Generation,ai,0.62,1,1,0.0,19,,
user_091-d04-e009,user_091,2026-06-05,4,study,vector-db,Vector Databases,ai,0.58,3,1,0.0,9,,
user_091-d05-e010,user_091,2026-06-06,5,study,vector-db,Vector Databases,ai,0.58,1,2,0.0,38,,
user_091-d05-e011,user_091,2026-06-06,5,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,9,,
user_091-d06-e012,user_091,2026-06-07,6,quiz,classification,Classification Metrics,machine-learning,0.52,1,1,0.0,,82,1
user_091-d07-e013,user_091,2026-06-08,7,quiz,rag,Retrieval-Augmented Generation,ai,0.62,4,2,0.0,,39,0
user_091-d07-e014,user_091,2026-06-08,7,quiz,rag,Retrieval-Augmented Generation,ai,0.62,0,3,0.0,,83,1
user_091-d07-e015,user_091,2026-06-08,7,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,30,,
user_091-d08-e016,user_091,2026-06-09,8,study,oop,Object-Oriented Programming,programming,0.48,7,1,0.0,14,,
user_091-d08-e017,user_091,2026-06-09,8,study,classification,Classification Metrics,machine-learning,0.52,2,2,1.0,42,,
user_091-d09-e018,user_091,2026-06-10,9,quiz,sql-joins,SQL Joins,data,0.42,6,1,0.0,,45,0
user_091-d09-e019,user_091,2026-06-10,9,study,fastapi,FastAPI Backend,backend,0.4,2,1,0.0,42,,
